,Ambientes,Antigüedad,Baños,Bodegas,Camas,Cocheras,Departamentos por piso,Disposición,Dormitorios,Estadía mínima (noches),Expensas,Huéspedes,Orientación,Piso (unidad),Pisos,Superficie cubierta,Superficie total,Tipo de departamento,address,price
566,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
567,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
568,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
569,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
570,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
571,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
572,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
573,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
574,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
575,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
576,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
577,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
578,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
579,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
580,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
581,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
582,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
583,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
584,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
585,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
586,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
587,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
588,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
589,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
590,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
591,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
592,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
593,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
594,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
595,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
596,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
597,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
598,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
599,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
600,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
601,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
602,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
603,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
604,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
605,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
606,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
607,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
608,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
609,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
610,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
611,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
612,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
613,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
614,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
615,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
616,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
617,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
618,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
619,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
620,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
621,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
622,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
623,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
624,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
625,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
626,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
627,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
628,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
629,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
630,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
631,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
632,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
633,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
634,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
635,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
636,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
637,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
638,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
639,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
640,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
641,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
642,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
643,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
644,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
645,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
646,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
647,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
648,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
649,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
650,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
651,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
652,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
653,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
654,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
655,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
656,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
657,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
658,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
659,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
660,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
661,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
662,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
663,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
664,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
665,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
666,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
667,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
668,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
669,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
670,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
671,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
672,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
673,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
674,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
675,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
676,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
677,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
678,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
679,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
680,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
681,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
682,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
683,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
684,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
685,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
686,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
687,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
688,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
689,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
690,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
691,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
692,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
693,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
694,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
695,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
696,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
697,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
698,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
699,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
700,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
701,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
702,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
703,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
704,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
705,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
706,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
707,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
708,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
709,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
710,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
711,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
712,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
713,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
714,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
715,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
716,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
717,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
718,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
719,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
720,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
721,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
722,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
723,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
724,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
725,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
726,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
727,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
728,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
729,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
730,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
731,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
732,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
733,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
734,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
735,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
736,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
737,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
738,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
739,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
740,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
741,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
742,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
743,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
744,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
745,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
746,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
747,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
748,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
749,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
750,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
751,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
752,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
753,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
754,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
755,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
756,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
757,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
758,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
759,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
760,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
761,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
762,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
763,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
764,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
765,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
766,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
767,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
768,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
769,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
770,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
771,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
772,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
773,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
774,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
775,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
776,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
777,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
778,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
779,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
780,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
781,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
782,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
783,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
784,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
785,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
786,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
787,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
788,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
789,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
790,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
791,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
792,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
793,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
794,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
795,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
796,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
797,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
798,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
799,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
800,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
801,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
802,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
803,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
804,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
805,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
806,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
807,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
808,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
809,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
810,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
811,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
812,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
813,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
814,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
815,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
816,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
817,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
818,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
819,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
820,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
821,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
822,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
823,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
824,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
825,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
826,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
827,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
828,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
829,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
830,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
831,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
832,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
833,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
834,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
835,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
836,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
837,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
838,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
839,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
840,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
841,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
842,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
843,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
844,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
845,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
846,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
847,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
848,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
849,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
850,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
